puesto_trabajo,nombre_empresa,pais,region_estado,categoria_busqueda,tipo_contrato,salario,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Ingeniero de Software,Labs Valley,mx,"Aguascalientes, Aguascalientes",sql,NA,"$ 18,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-especializado-en-automatizacion-con-n8n-en-aguascalientes-82A7AF6E4E7E426261373E686DCF3405#lc=ListOffers-Score3-9
Trabajo Desde Casa Desarrollador Node Junior/MidLevel / Ref. 0111,BairesDev LLC,mx,"Juárez, Chihuahua",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-juniormidlevel-ref-0111-en-juarez-BFFA1BB51234E57961373E686DCF3405#lc=ListOffers-Score3-10
Trabajo Desde Casa Desarrollador Java Senior / Ref. 0003S,BairesDev LLC,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-senior-ref-0003s-en-miguel-hidalgo-6B346965C47B4A3F61373E686DCF3405#lc=ListOffers-Score3-11
Trabajo Desde Casa Python Tech Lead / Ref. 0071,BairesDev LLC,mx,"Aguascalientes, Aguascalientes",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-python-tech-lead-ref-0071-en-aguascalientes-82D36CEF8FBF48D561373E686DCF3405#lc=ListOffers-Score3-12
Lider .NET,ManpowerGroup,mx,"Mérida, Yucatán",sql,Presencial y remoto,"$ 90,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-net-hibrido-en-merida-yucatan-en-merida-DBBD9FD9D204F07061373E686DCF3405#lc=ListOffers-Score3-13
Desarrollador Fullstack (Java+Angular),Adecco,mx,"Querétaro, Querétaro",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-javaangular-en-queretaro-6C68E32C2AC7DD7D61373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador Backend (Java+Microservicios),Adecco,mx,"Querétaro, Querétaro",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-javamicroservicios-en-queretaro-A6F3F188F6AA787E61373E686DCF3405#lc=ListOffers-Score3-15
Desarrollador programador,Panic Room,mx,"Puebla, Puebla",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-programador-reactphplaravelflutter-en-puebla-B52E4CBB99970D6D61373E686DCF3405#lc=ListOffers-Score3-16
Desarrollador Jr Laravel,Codea,mx,"Querétaro, Querétaro",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-jr-laravel-turno-completo-en-queretaro-5489276E0EF4BB3A61373E686DCF3405#lc=ListOffers-Score3-17
Técnico sistemas,DISTRIBUIDORA BLB,mx,"San Pedro Tlaquepaque, Jalisco",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-sistemas-lunes-a-viernes-en-san-pedro-tlaquepaque-51804D7617904A9561373E686DCF3405#lc=ListOffers-Score3-18
Ingeniero de Datos,Iluminación Especializada de Occidente,mx,"Zapopan, Jalisco",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-en-zapopan-90D028B0289C2C3D61373E686DCF3405#lc=ListOffers-Score3-19
Desarrollador web,INMOBILIARIA MESETA EL FRAILE,mx,"General Escobedo, Nuevo León",sql,NA,"$ 15,200.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-web-en-general-escobedo-91210DE02F06D62961373E686DCF3405#lc=ListOffers-Score3-0
Analista BI,Boma Coaching & Analysis,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-en-benito-juarez-9FEE4E81BDF19E3E61373E686DCF3405#lc=ListOffers-Score3-1
Salesfroce Engineer,Adecco,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 85,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-salesfroce-engineer-lightning-web-components-lwc-en-benito-juarez-B4AA61C212707C1861373E686DCF3405#lc=ListOffers-Score3-2
Especialista de continuidad NOC,IZZI Telecom,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 12,896.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-de-continuidad-noc-izzi-telecom-en-benito-juarez-B7ECFDF016B7C42861373E686DCF3405#lc=ListOffers-Score3-3
Coordinador de Servidores,Transportes Castores de Baja California S.A. de C.V.,mx,"León, Guanajuato",sql,NA,"$ 19,400.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-servidores-en-leon-2A13359FA2CF125461373E686DCF3405#lc=ListOffers-Score3-4
Coordinador/a de Estadística,NA,mx,"Miguel Hidalgo, Ciudad de México DF",sql,Presencial y remoto,"$ 38,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-de-estadistica-en-miguel-hidalgo-E419992DB1E73F7F61373E686DCF3405#lc=ListOffers-Score3-5
Desarrollador php,Sistemas Digitales de Seguridad Privada,mx,"San Luis Potosí, San Luis Potosí",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-php-sistemas-en-san-luis-potosi-A77943E474BE1E8E61373E686DCF3405#lc=ListOffers-Score3-6
Analista de base de datos para callcenter,Grupo Nach,mx,"Coyoacán, Ciudad de México DF",sql,NA,"$ 11,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-base-de-datos-para-callcenter-callcenter-en-coyoacan-69CED0E4121C57B961373E686DCF3405#lc=ListOffers-Score3-7
Desarrollador Full Stack,Agency Light,mx,"Miguel Hidalgo, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-miguel-hidalgo-8F03A46860E1C30361373E686DCF3405#lc=ListOffers-Score3-8
Espec Desarrollador DevOps Sr,GEPP,mx,"Iztacalco, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-espec-desarrollador-devops-sr-en-iztacalco-440F3E2911C2A00361373E686DCF3405#lc=ListOffers-Score3-9
Especialista de Soporte Técnico,IZZI Telecom,mx,"Cuernavaca, Morelos",sql,NA,"$ 12,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-de-soporte-tecnico-izzi-cuernavaca-en-cuernavaca-A86205F2EF6CE10F61373E686DCF3405#lc=ListOffers-Score3-10
Programador,"Gama Logistica, S.A. de C.V.",mx,"Monterrey, Nuevo León",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-en-monterrey-4B8931BA8A4903BA61373E686DCF3405#lc=ListOffers-Score3-11
Consultor Mainframe,Adecco,mx,"Querétaro, Querétaro",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-mainframe-fondo-de-inversiones-en-queretaro-70ECF6E75F55205861373E686DCF3405#lc=ListOffers-Score3-12
Trabajo Desde Casa Desarrollador Python Backend / Investigación y Desarrollo / Ref. 0071,BairesDev LLC,mx,"Benito Juárez, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-backend-investigacion-y-desarrollo-ref-0071-en-benito-juarez-224DDF50FFF2BEE061373E686DCF3405#lc=ListOffers-Score3-13
Programador Python,Innova Solutions,mx,"Tlalpan, Ciudad de México DF",sql,Presencial y remoto,"$ 50,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-python-analista-de-datos-en-tlalpan-8E9A21B04D6D336061373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador/a de software,Syencta Consultores,mx,"San Pedro Garza García, Nuevo León",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-de-software-full-stack-en-san-pedro-garza-garcia-AADCCCFB0E29108461373E686DCF3405#lc=ListOffers-Score3-15
Trabajo Desde Casa Desarrollador Node Junior/MidLevel / Ref. 0111,BairesDev LLC,mx,"Morelia, Michoacán",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-juniormidlevel-ref-0111-en-morelia-335CFD177AFF765E61373E686DCF3405#lc=ListOffers-Score3-16
Programador PHP Senior,Abugaber.com,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,"$ 25,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-php-senior-tiempo-completo-en-benito-juarez-4851BE5B5797170261373E686DCF3405#lc=ListOffers-Score3-17
Analista Planeación Ventas,GEPP,mx,"Guadalajara, Jalisco",sql,NA,"$ 24,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-planeacion-ventas-en-guadalajara-2AABD084DFA8D60761373E686DCF3405#lc=ListOffers-Score3-18
Analista soporte técnico,Euroindustrial,mx,"Querétaro, Querétaro",sql,NA,"$ 11,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-soporte-tecnico-en-queretaro-672DBA022F118A8161373E686DCF3405#lc=ListOffers-Score3-19
Desarrollador programador,VGsof Sistemas,mx,"Saltillo, Coahuila",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-programador-net-en-saltillo-8A80B2A440A27A1B61373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-en-benito-juarez-86F60130496C3B2361373E686DCF3405#lc=ListOffers-Score3-1
Data Analyst,Adecco,mx,"San Pedro Tlaquepaque, Jalisco",sql,NA,"$ 13,875.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-analyst-fedex-excel-avanzado-en-san-pedro-tlaquepaque-ABBC987EC9EA5E5861373E686DCF3405#lc=ListOffers-Score3-2
Aux de sistemas y Soporte tecnico,TI SOPORTE Y SOFTWARE,mx,"Querétaro, Querétaro",sql,NA,"$ 8,499.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-aux-de-sistemas-y-soporte-tecnico-en-queretaro-6A478FDCEDCDE2BC61373E686DCF3405#lc=ListOffers-Score3-3
Desarrollador Laravel / Ionic,SWS Mexico,mx,"San Luis Potosí, San Luis Potosí",sql,Presencial y remoto,"$ 10,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-laravel-ionic-trabajo-hibrido-en-san-luis-potosi-745A523C7177B29961373E686DCF3405#lc=ListOffers-Score3-4
Ingeniero de datos,https://talentbyproton.my.canva.site/,mx,"Cuauhtémoc, Ciudad de México DF",sql,Presencial y remoto,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-python-en-cuauhtemoc-F7A29ACEC93E56A261373E686DCF3405#lc=ListOffers-Score3-5
Soporte de Aplicaciones,Servicios de Software Ehecatl Sa de CV,mx,"Ensenada, Baja California",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-de-aplicaciones-service-desk-en-ensenada-47995A5C9E2EA2A861373E686DCF3405#lc=ListOffers-Score3-6
Ingeniero de soporte,https://talentbyproton.my.canva.site/,mx,"Cuauhtémoc, Ciudad de México DF",sql,Presencial y remoto,"$ 17,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-soporte-help-desk-en-cuauhtemoc-DF0CF607927133E561373E686DCF3405#lc=ListOffers-Score3-7
Analista de energía Jr. Especialista en Sistemas BESS,Grupo Salinas,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-energia-jr-especialista-en-sistemas-bess-en-miguel-hidalgo-CAFDDE879CEB3E5061373E686DCF3405#lc=ListOffers-Score3-8
Desarrollador .net C#,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-c-prologistik-en-benito-juarez-13EEB3D2F768F84961373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador/a o Técnico en Sistemas,ACPOS,mx,"Mérida, Yucatán",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-o-tecnico-en-sistemas-proyectos-freelance-por-horas-en-merida-DCA5ECD302F234D961373E686DCF3405#lc=ListOffers-Score3-10
Programador php,Versatilidad Internacional de Cooperación Oportuna,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 18,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-php-en-benito-juarez-DE98156E589C99FA61373E686DCF3405#lc=ListOffers-Score3-11
Desarrollador .NET,SOFTWARE FACTORY,mx,"León, Guanajuato",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-c-en-leon-B085B3678B86BE4061373E686DCF3405#lc=ListOffers-Score3-12
Desarrollador Java Back End,MIPTECH,mx,"Iztacalco, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-back-end-con-experiencia-spring-react-en-iztacalco-744E50857277C11861373E686DCF3405#lc=ListOffers-Score3-13
Tester SAP Hybris – eCommerce,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tester-sap-hybris-ecommerce-en-benito-juarez-C045F659B118EDC161373E686DCF3405#lc=ListOffers-Score3-14
Desarrollador php,TOOSOLUTION,mx,"Aguascalientes, Aguascalientes",sql,NA,"$ 12,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-php-con-experiencia-laravel-2-anos-en-aguascalientes-920EC314CB912B7861373E686DCF3405#lc=ListOffers-Score3-15
Analista funcional,ManpowerGroup,mx,"Pedro Ascencio Alquisiras, Guerrero",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-guerrero-monterrey-mexico-en-pedro-ascencio-alquisiras-F8126ECD507BBA2E61373E686DCF3405#lc=ListOffers-Score3-16
Técnico L2 de Soporte en Producción,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 65,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-l2-de-soporte-en-produccion-en-benito-juarez-3D742AD40B6A55A561373E686DCF3405#lc=ListOffers-Score3-17
Desarrollador Backend,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-proyecto-de-larga-duracion-en-benito-juarez-0131F16D61D6E39A61373E686DCF3405#lc=ListOffers-Score3-18
Ingeniero en sistemas,JMB CONTADORES,mx,"Benito Juárez, Ciudad de México DF",sql,NA,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-sistemas-gasolineras-control-volumetrico-en-benito-juarez-A26C77D0237F324061373E686DCF3405#lc=ListOffers-Score3-19
Programadores ABAP Sr.,ManpowerGroup,mx,"Benito Juárez, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programadores-abap-sr-remoto-en-benito-juarez-879564E20BE4782161373E686DCF3405#lc=ListOffers-Score3-0
Data Science,Zavaz,mx,"Álvaro Obregón, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-science-ciudad-de-mexico-en-alvaro-obregon-9C7515F3DED132D661373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador .Net,Moviro,mx,"Monterrey, Nuevo León",sql,Presencial y remoto,"$ 22,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-xaf-en-monterrey-7C116DE2825103FF61373E686DCF3405#lc=ListOffers-Score3-2
Desarrollo web,Mecanismo Creativo MX,mx,"Tlalnepantla de Baz, Estado de México",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollo-web-programacion-responsiva-en-tlalnepantla-de-baz-20ECB1FAB5C3814D61373E686DCF3405#lc=ListOffers-Score3-3
Data Scientist Senior,no,mx,Colombia,sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-senior-presencial-en-colombia-668E088D960D7C3361373E686DCF3405#lc=ListOffers-Score3-4
Desarrollador .net,HUNT IT,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,"$ 40,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-en-benito-juarez-A3A8C1D27440C57D61373E686DCF3405#lc=ListOffers-Score3-5
Programador Backend Jr,DINERO INMEDIATO SA DE CV,mx,"Mérida, Yucatán",sql,NA,"$ 11,500.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-programador-backend-jr-en-merida-A517E67A0E860B9161373E686DCF3405#lc=ListOffers-Score3-6
Soporte Tecnico,SAC GRUPO DE INGENIERIA,mx,"Álvaro Obregón, Ciudad de México DF",sql,NA,"$ 15,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-tecnico-en-sistemas-de-inventarios-y-anexo-24-en-alvaro-obregon-BA5052BFF93BF11461373E686DCF3405#lc=ListOffers-Score3-7
Auxiliar de sistemas/Ingeniero de sistemas,INSTITUTO DE EVALUACION E INGENIERIA AVANZADA,mx,"San Luis Potosí, San Luis Potosí",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemasingeniero-de-sistemas-auxiliar-de-sistemasingeniero-de-sistemas-en-san-luis-potosi-09E4ABB89CFFA06561373E686DCF3405#lc=ListOffers-Score3-8
Analista de Datos Deportivo,ManpowerGroup,mx,"Cuajimalpa de Morelos, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-deportivo-proyecto-temporal-en-cuajimalpa-de-morelos-0A6CD99A070CD11661373E686DCF3405#lc=ListOffers-Score3-9
Analista de fidelización y lifetime,Stila KrediYa,mx,"Cuauhtémoc, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-fidelizacion-y-lifetime-en-cuauhtemoc-A84D84723B70B93761373E686DCF3405#lc=ListOffers-Score3-10
Desarrollador WEB  PHP,Navegante,mx,"Mérida, Yucatán",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-web-php-experiencia-minima-2-anos-en-merida-9CEF8B2954D87FB061373E686DCF3405#lc=ListOffers-Score3-11
Lider de Desarrollo (Oracle APEX),BLUE CONCEPT,mx,"Álvaro Obregón, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-de-desarrollo-oracle-apex-en-alvaro-obregon-BAB7828AD3D8FD5361373E686DCF3405#lc=ListOffers-Score3-12
Ingeniero desarrollo,Netcare Mx,mx,"Los Cabos, Baja California Sur",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-desarrollo-frontendbackend-o-full-stack-en-los-cabos-7DBD40E0D4FE097E61373E686DCF3405#lc=ListOffers-Score3-13
Desarrollador senior,JD GROUP,mx,"Tijuana, Baja California",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-senior-teran-teran-tijuana-en-tijuana-22B22E821BF4279361373E686DCF3405#lc=ListOffers-Score3-14
Analista funcional RPA,EDSA,mx,"Cuauhtémoc, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-rpa-en-cuauhtemoc-F41993846EB8A8A361373E686DCF3405#lc=ListOffers-Score3-15
Analista programador AS400,ATG Technology Goup,mx,"Naucalpan de Juárez, Estado de México",sql,NA,"$ 35,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-as400-ing-o-lic-en-sistemas-en-naucalpan-de-juarez-7959F2AE79901F1061373E686DCF3405#lc=ListOffers-Score3-16
Rpa Uipath,EDSA,mx,"Benito Juárez, Ciudad de México DF",sql,Presencial y remoto,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-rpa-uipath-en-benito-juarez-18514628535FD23761373E686DCF3405#lc=ListOffers-Score3-17
Ingeniero de Soporte en Producción,ManpowerGroup,mx,"Cuajimalpa de Morelos, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-soporte-en-produccion-nivel-dos-en-cuajimalpa-de-morelos-8A1FE16ADE10E45C61373E686DCF3405#lc=ListOffers-Score3-18
Analista de almacenamiento energético,Grupo Salinas,mx,"Miguel Hidalgo, Ciudad de México DF",sql,NA,NA,MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-almacenamiento-energetico-en-miguel-hidalgo-7B5DC5E1CA0AED5C61373E686DCF3405#lc=ListOffers-Score3-19
Analista de soporte ERP Intelisis,CALZADO VANVIEN,mx,"Naucalpan de Juárez, Estado de México",sql,NA,"$ 19,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-erp-intelisis-a-un-costado-de-plaza-toreo-2-km-en-naucalpan-de-juarez-606A5DE98FC8E7FF61373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador PHP Fullstack Jr,VIDESA,mx,"Tlalnepantla de Baz, Estado de México",sql,NA,"$ 16,000.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-php-fullstack-jr-tlalnepantla-de-baz-en-tlalnepantla-de-baz-CCB53A477A1B8B7661373E686DCF3405#lc=ListOffers-Score3-1
ingeniero de software,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE SONORA,mx,"Hermosillo, Sonora",sql,NA,"$ 16,400.00 (Mensual)",MXN,Mensual,Computrabajo,Web Scraping,https://mx.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-en-hermosillo-B5D1A87EC690990C61373E686DCF3405#lc=ListOffers-Score3-2
