puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Otro,analista de créditos y cobranza,No disponible,No disponible,
Otro,auxiliar contable,No disponible,No disponible,
Otro,Asistente de Ventas,No disponible,No disponible,
Otro,Encuestador   Auditor de canal tradicional,No disponible,No disponible,
Otro,Analista de precios,No disponible,No disponible,
Otro,Jefe de Operaciones,No disponible,Presencial y remoto,
Otro,Practicante Profesional de Sistemas y/o Informática,No disponible,No disponible,
Otro,Vendedor Campo,No disponible,No disponible,
Otro,Asesor de Ventas en campo,No disponible,No disponible,
Otro,Analista de Recursos Humanos,No disponible,No disponible,
Otro,Jefe de taller,No disponible,No disponible,
Otro,Enfermera,No disponible,No disponible,
Otro,Asistente de Administración con conocimientos en Licitaciones,No disponible,No disponible,
Otro,Ing. de Planeación y Control,No disponible,No disponible,
Otro,Ejecutivo Comercial B2B freelancer,No disponible,No disponible,
Otro,Asistente de ventas en equipos gastronomicos,No disponible,No disponible,
Otro,Asesor de ventas,No disponible,Presencial y remoto,
Otro,: Ejecutivo de Ventas de Telemarketing y Redes,No disponible,No disponible,
Desarrollador de Software,Desarrollador Senior Full Stack (Node.js + Angular),No disponible,Presencial y remoto,
Otro,Vendedor(a) de Tienda,No disponible,No disponible,
Otro,Asistente de Marketing y Soporte Comercial,No disponible,No disponible,
Otro,Asistente de ventas / Miraflores,No disponible,No disponible,
Otro,Coordinador Académico /Miraflores,No disponible,No disponible,
Otro,Técnico en cableado estructurado,No disponible,No disponible,
Otro,Coordinador de Delivery,No disponible,No disponible,
Otro,Jefe de Marketing,No disponible,No disponible,
Otro,Asistente de Marketing Digital (Performance),No disponible,Presencial y remoto,
Otro,Consultor Corporativo Claro Empresas,No disponible,No disponible,
Otro,Asistente de Seguridad y Salud en el Trabajo,No disponible,No disponible,
Otro,Agente de Ventas Call center,No disponible,No disponible,
Otro,promotor/a asesor de venta,No disponible,No disponible,
Otro,Asistente administrativo,No disponible,Presencial y remoto,
Otro,Supervisor de Calidad Producción,No disponible,No disponible,
Otro,Asesores Educativos,No disponible,No disponible,
Otro,Egresado para laboratorio de concreto,No disponible,No disponible,
Otro,Encargado de Logística,No disponible,No disponible,
Otro,Técnico en Electricidad Industrial,No disponible,No disponible,
Otro,Asistente de facturacion,No disponible,No disponible,
Otro,Asistente de Ventas,No disponible,No disponible,
Desarrollador de Software,Analista programador/a de sistemas,No disponible,No disponible,
Otro,Técnico en Farmacia para Miraflores (V Benavides),No disponible,No disponible,
Otro,asistente comercial,No disponible,No disponible,
Otro,asistente,No disponible,No disponible,
Otro,digitador/a,No disponible,No disponible,
Otro,Asistente Contable,No disponible,No disponible,
Otro,Ejecutivo de Ventas B2B,No disponible,No disponible,
Desarrollador de Software,Analista Programador Odoo,No disponible,Presencial y remoto,
Otro,Asistente contabilidad,No disponible,No disponible,
Otro,Asistente administrativo,No disponible,No disponible,
Otro,Tecnico en Marketing Digital,No disponible,Presencial y remoto,
Otro,Asesora para Atención al Cliente con experiencia,No disponible,Presencial y remoto,
Otro,Recepcionista salud ocupacional,No disponible,No disponible,
Otro,Asistente Comercial,No disponible,No disponible,
Otro,Practicante Comercial,No disponible,No disponible,
Otro,asesor comercial,No disponible,No disponible,
Otro,archivista,No disponible,No disponible,
Otro,profesional,No disponible,No disponible,
Otro,Analista de Marketing Digital,No disponible,No disponible,
Otro,Analista de sistema,No disponible,No disponible,
Otro,auxiliar contable,No disponible,No disponible,
Otro,asistente comercial,No disponible,No disponible,
Otro,enfermera titulado,No disponible,No disponible,
Otro,administración recursos humanos,No disponible,No disponible,
Otro,Auxiliar de facturación,No disponible,No disponible,
Analista Funcional,Analista Funcional Senior,No disponible,Presencial y remoto,
Otro,vendedor campo,No disponible,No disponible,
Otro,Consultor de Ventas B2B,No disponible,No disponible,
Otro,Especialista en mecánica de suelos,No disponible,No disponible,
Otro,Asistente de Marketing,No disponible,No disponible,
Otro,Encargado de área de marketing,No disponible,Presencial y remoto,
Otro,Asesor de Ventas en Campo,No disponible,No disponible,
Otro,Auxiliar de SST y RRHH,No disponible,No disponible,
Otro,analista administrativo,No disponible,No disponible,
Otro,Jefe comercial o equipo de venta,No disponible,No disponible,
Otro,analista administrativo,No disponible,No disponible,
Otro,"¡Buscamos Docentes para las área de Negocios y Tecnologías, y Diseñador Gráfico/Community Managers!",No disponible,No disponible,
Otro,asistente contable,No disponible,No disponible,
Otro,Gestor Cobranza,No disponible,No disponible,
Otro,Practicante de Administración,No disponible,No disponible,
Otro,Ingeniero Electricista,No disponible,No disponible,
Otro,Tecnico instalaciones,No disponible,No disponible,
Otro,practicante de administración de universidad o instituto de los primeros o últimos ciclos,No disponible,Presencial y remoto,
Otro,prevencionista de riesgos,No disponible,No disponible,
Otro,Asesora Comercial Institucional,No disponible,No disponible,
Otro,Ingeniero de Costos y Presupuestos,No disponible,No disponible,
Otro,Visitador/a Médico,No disponible,No disponible,
Otro,Jefe de Laboratorio y Asistente(a),No disponible,No disponible,
Otro,Ingeniero de Costos y Presupuestos,No disponible,No disponible,
Otro,Analista de personal (Planillas),No disponible,No disponible,
Otro,Practicante de Planta – Procesamiento de Alimentos Naturales,No disponible,No disponible,
Otro,practicante de ventas,No disponible,Presencial y remoto,
Otro,Practicante Ad Honorem – Desarrollo Web,No disponible,No disponible,
Otro,asistente académico,No disponible,No disponible,
Otro,Asistente de Ventas del Canal Moderno,No disponible,No disponible,
Otro,Conserjes/Recepcionistas,No disponible,No disponible,
Otro,Asistente de credito y cobranza,No disponible,No disponible,
Otro,Enfermera,No disponible,No disponible,
Otro,Asesor(a) de ventas,No disponible,No disponible,
Otro,Practicante de costos y presupuestos,No disponible,No disponible,
Otro,Analista de Licitación,No disponible,No disponible,
Otro,Caja y Admisión,No disponible,No disponible,
Otro,Asesor Inmobiliario,No disponible,No disponible,
Otro,Especialista en Marketing Publicitario,No disponible,No disponible,
Otro,Digitador/a de Reportes Medicos,No disponible,No disponible,
Otro,digitador/a,No disponible,No disponible,
Otro,encargado/a de informática,No disponible,No disponible,
Analista BI,Analista de Información y Desarrollador Power BI,No disponible,No disponible,
Otro,Marketing,No disponible,No disponible,
Otro,Ejecutivo Comercial,No disponible,Presencial y remoto,
Otro,Administrador de Servidores y Soporte Técnico Avanzado,No disponible,No disponible,
Otro,Asistente/arquitecto/Civil,No disponible,No disponible,
Otro,community manager,No disponible,No disponible,
Otro,personal de oficina,No disponible,No disponible,
Otro,Ejecutiva Comercial,No disponible,No disponible,
Otro,Analista de proyectos,No disponible,No disponible,
Otro,encargado de compras y rendiciones,No disponible,No disponible,
Otro,Secretaria administrativa,No disponible,No disponible,
Otro,Asistente Comercial,No disponible,Presencial y remoto,
Otro,Jefe de Desarrollo e Inteligencia Comercial,No disponible,No disponible,
Otro,Ejecutivo de Marketing,No disponible,Presencial y remoto,
Otro,Asistente de Proyectos Educativos,No disponible,No disponible,
Otro,Gestor Logístico,No disponible,No disponible,
Otro,Chofer de reparto,No disponible,No disponible,
Otro,operador/a de monitoreo,No disponible,No disponible,
Otro,Asesor de ventas por telefono,No disponible,No disponible,
Otro,Asistente Administrativo,No disponible,No disponible,
Otro,Especialista en marketing,No disponible,No disponible,
Otro,Asistente Administrativo,No disponible,No disponible,
Otro,Analista Junior de Atención al Cliente,No disponible,No disponible,
Desarrollador de Software,Analista Programador,No disponible,No disponible,
Otro,ingeniero electromecánico,No disponible,No disponible,
Otro,Practicante / Asistente de Ingeniería Mecánica – HVAC,No disponible,No disponible,
Otro,Asesora de Ventas,No disponible,No disponible,
Otro,Auxiliar  Administrativo,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Operador de Prensa Excéntrica,No disponible,No disponible,
Otro,Auxiliar de archivo en Ruta,No disponible,No disponible,
Otro,Atención al cliente Gurú Entel C/ sin experiencia Full Time,No disponible,No disponible,
Otro,S/1600 Ayudante de Producción Ascope La LIbertad,No disponible,No disponible,
Otro,Supervisor de Proyecto GIS,No disponible,No disponible,
Otro,Analista GIS,No disponible,No disponible,
Otro,QA Lab Automation,No disponible,Presencial y remoto,
Otro,QA Automation Arequipa/Trujillo,No disponible,Presencial y remoto,
Otro,Asesor de Servicio de Atención al Estudiante,No disponible,No disponible,
Otro,Técnico Mecánico 1,No disponible,No disponible,
Otro,Especialista de calidad de ventas y formación,No disponible,No disponible,
Otro,Asesor de Marca Ate,No disponible,No disponible,
Otro,Prensista,No disponible,No disponible,
Otro,Operador de Tornos,No disponible,No disponible,
Otro,Prensista,No disponible,No disponible,
Otro,Tornero traub,No disponible,No disponible,
Otro,Técnico de laboratorio dental,No disponible,No disponible,
Otro,Promotora de Ventas Crepier Ripley San Isidro,No disponible,No disponible,
Otro,Practicante Profesional de Administración / Sede Lurin,No disponible,No disponible,
Otro,Asistente de Despacho (en cocina),No disponible,No disponible,
Otro,Asesor de Call Center / Campaña Día del Pollo a la Brasa,No disponible,No disponible,
Otro,Motorizados delivery part time solo domingos,No disponible,No disponible,
Otro,Motorizados por campaña Día del Pollo a la Brasa,No disponible,No disponible,
Otro,Motorizados por campaña Día del Pollo a la Brasa Arequipa,No disponible,No disponible,
Otro,Asesor de Ventas Crepier  Volante Centro Lima,No disponible,No disponible,
Otro,Digitador (a) turno mañana / Digitador (a) turno noche,No disponible,No disponible,
Otro,"Técnico Electricista, Mantenimiento y SSGG / Lurin",No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios,No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios con AFEX,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Asesores  y/o promotores  de Ventas  telefonía móvil / Sueldo + comisión ilimitada + incentivo,No disponible,No disponible,
Otro,Asesores y/o promotores de Ventas telefonía móvil / Sueldo + comisión ilimitada + incentivo,No disponible,No disponible,
Otro,Técnico en Mantenimiento,No disponible,No disponible,
Otro,Asesor Educativo / Ventas / Comisiones ilimitadas/ San Isidro,No disponible,No disponible,
Otro,Asesor Educativo / Ventas / Comisiones ilimitadas/ VES,No disponible,No disponible,
Otro,Técnico RB / Trabajo Mina Chinalco,No disponible,No disponible,
Otro,Asistente operativo de Radio Base / Telecomunicaciones,No disponible,No disponible,
Otro,Supervisor de RB Colegiado/Mina Chinalco,No disponible,No disponible,
Otro,Asistente de Proyecto RB / Telecomunicaciones,No disponible,No disponible,
Otro,"Asistente legal, Telecomunicaciones",No disponible,No disponible,
Otro,Proyectista,No disponible,No disponible,
Otro,Atención al cliente Con / Sin Experiencia  Full Time  San Juan de Lurigancho /Comisión + incentivo,No disponible,No disponible,
Otro,Asesor de ventas educativo,No disponible,No disponible,
Otro,Asesor de Contact Center,No disponible,No disponible,
Otro,Almacenista Auxiliar de Almacén,No disponible,No disponible,
Otro,Operario de maquinas inyectoras / Experiencia en cambios de molde,No disponible,No disponible,
Desarrollador de Software,Developer .NET,No disponible,No disponible,
Otro,Ayudante Albañil,No disponible,No disponible,
Otro,Técnico de Mantenimiento / Unid. Minera Antamina,No disponible,No disponible,
Otro,Técnico de Mantenimiento / Residir en Lima,No disponible,No disponible,
Otro,Técnico de Mantenimiento / Residir en Lima,No disponible,No disponible,
Otro,Técnico de Mantenimiento,No disponible,No disponible,
Otro,Impulsador (a) de Belleza Real Plaza Salaverry,No disponible,No disponible,
Otro,Asesor Rotativo de Tiendas – Zona Sur Crepier,No disponible,No disponible,
Otro,Impulsadora  Cosmético y Perfumes,No disponible,No disponible,
Otro,Representante de ventas,No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios con AFEX,No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios,No disponible,No disponible,
Otro,Multifuncional de Tiendas Mass Cartavio,No disponible,No disponible,
Otro,Ejecutivo comercial Productos Químicos,No disponible,No disponible,
Otro,Asesor Educativo / Ventas / Comisiones ilimitadas/ VES,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Almacenero turno Mañana/ Operador de Almacén y Despacho,No disponible,No disponible,
Otro,Almacenero VES/ Operador de Almacén y Despacho,No disponible,No disponible,
Otro,Practicante Profesional Técnico o Ingeniero Electrónico,No disponible,No disponible,
Otro,Analista de gestión curricular en medicina.,No disponible,No disponible,
Otro,Coordinador Win Empresas,No disponible,No disponible,
Otro,Auxiliar técnico de laboratorio,No disponible,No disponible,
Otro,Tecnico Instalador Win Empresas,No disponible,No disponible,
Otro,Psicólogo Temporal,No disponible,No disponible,
Otro,Tecnico Instalador de FTTH/HFC,No disponible,No disponible,
Analista Funcional,Analista Funcional de Odoo,No disponible,Presencial y remoto,
Otro,Teleoperadores,No disponible,No disponible,
Otro,Liquidador/a,No disponible,No disponible,
Desarrollador de Software,Frontend Developer Angular,No disponible,Presencial y remoto,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Mecánico o Ayudante mecánico en Maquinaria pesada / Zona Norte,No disponible,No disponible,
Otro,Auxiliar técnico de laboratorio,No disponible,No disponible,
Otro,Asesor Educativo / Ventas / Comisiones ilimitadas/ San Isidro,No disponible,No disponible,
Otro,Asistente contable con experiencia,No disponible,Presencial y remoto,
Otro,Analista técnico peoplesoft finanzas,No disponible,Presencial y remoto,
Otro,Analista de relaciones laborales,No disponible,No disponible,
Otro,Operario de Almacén,No disponible,No disponible,
Otro,Operario de Producción presentate lunes 7 al viernes 11 a  9:00 am,No disponible,No disponible,
Otro,Operario de Producción,No disponible,No disponible,
Otro,Auxiliar de Reparto Villa el Salvador Crepier,No disponible,No disponible,
Otro,Auxiliar de Materia Prima,No disponible,No disponible,
Otro,"Asistente Social, Trujillo",No disponible,No disponible,
Otro,Supervisor de Operaciones / Arequipa,No disponible,No disponible,
Otro,auxiliar de reparto,No disponible,No disponible,
Otro,Practicante Profesional de Administración y Contabilidad,No disponible,No disponible,
Otro,Topógrafo Cadista / Temporal 3 meses,No disponible,No disponible,
Otro,Tecnico de electricidad,No disponible,No disponible,
Otro,Asistente de Bienestar Social,No disponible,No disponible,
Otro,Mecánico,No disponible,No disponible,
Otro,Asistente de Enfermería / Part time,No disponible,No disponible,
Otro,Técnico Mecánico de Fluidos,No disponible,No disponible,
Otro,Almacenista,No disponible,No disponible,
Otro,Auxiliar Contable / Software ERP,No disponible,No disponible,
Otro,Operador de Almacén con Montacargas,No disponible,No disponible,
Otro,Almacenista,No disponible,No disponible,
Otro,Practicante Profesional de compras,No disponible,Presencial y remoto,
Otro,Promotora de Ventas Crepier para Oeschle Jockey Plaza,No disponible,No disponible,
Otro,Asesor Volante sur Crepier,No disponible,No disponible,
Otro,Promotora de Ventas Crepier Tiendas Lima Sur,No disponible,No disponible,
Otro,Operario de Calidad Crepier,No disponible,No disponible,
Otro,Técnico Llantero en Comas,No disponible,No disponible,
Otro,Tornero traub,No disponible,No disponible,
Otro,Operario de Calidad  Huachipa,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Urgente! Asesor de comercial con experiencia productos tecnológicos,No disponible,No disponible,
Otro,Instructor en MINA,No disponible,No disponible,
Otro,Atención al cliente C/ sin experiencia Full Time  Arequipa / Sueldo + Comisión +  incentivos + bono,No disponible,No disponible,
Otro,Instructor SHE,No disponible,No disponible,
Otro,Practicante de Gestión de Calidad,No disponible,No disponible,
Otro,Analista CRM,No disponible,Presencial y remoto,
Otro,Trainee de Campo,No disponible,No disponible,
Otro,Auxiliar Tecnico de Laboratorio de Investigación,No disponible,No disponible,
Otro,Mecánico de maquinaria pesada/Villa el salvador,No disponible,No disponible,
Otro,Jefe de Cosecha,No disponible,No disponible,
Otro,Tecnico de Laboratorio de Investigación Animal,No disponible,No disponible,
Otro,Analista técnico peoplesoft campus,No disponible,Presencial y remoto,
Otro,Ingeniero de Costos y Presupuestos (Ing. Mecánico o Eléctrico),No disponible,No disponible,
Otro,Asesores de Venta Crepier Mall Plaza Trujillo,No disponible,No disponible,
Otro,Supervisor de Packing,No disponible,No disponible,
Otro,Líder de Tienda,No disponible,No disponible,
Otro,Promotor de Ventas Perfumería Cosmetica,No disponible,No disponible,
Otro,Supervisor Mecanico,No disponible,No disponible,
Otro,Motorizados delivery full time y part time Polleria reconocida,No disponible,No disponible,
Otro,Supervisor de Laboratorio Quimico,No disponible,No disponible,
Otro,Técnico Supervisor Mecanico de Chancado,No disponible,No disponible,
Otro,Analista de Compras,No disponible,No disponible,
Otro,Asistente dental,No disponible,No disponible,
Otro,Técnico de laboratorio químico,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Asesor de ventas educativo,No disponible,No disponible,
Otro,Tecnico de Laboratorio de Investigación Animal,No disponible,No disponible,
Otro,Asesor de ventas,No disponible,No disponible,
Otro,Chofer,No disponible,No disponible,
Otro,Practicante profesional de TI,No disponible,No disponible,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Soporte de aplicaciones Plsql,No disponible,Presencial y remoto,
Otro,Ayudante de almacén /Empresa industrial,No disponible,No disponible,
Otro,Ayudantes de producción / 4 dias a la semana y 3 dias de descanso,No disponible,No disponible,
Otro,Gestor de SST (Recibo por honorarios),No disponible,No disponible,
Desarrollador de Software,Desarrollador Frontend React  Provinica,No disponible,Presencial y remoto,
Otro,Gestor de Proyecto (Recibo por Honorarios),No disponible,No disponible,
Otro,Analista de Abastecimiento,No disponible,No disponible,
Otro,Prevencionista de riesgos,No disponible,No disponible,
Otro,Docente de Enfermería,No disponible,No disponible,
Otro,Jefe de servicios de acompañamiento y desarrollo,No disponible,Presencial y remoto,
Otro,Auxiliar técnico de laboratorio,No disponible,No disponible,
Otro,Especialista en ética en investigación,No disponible,Presencial y remoto,
Otro,Jefe (a) de Operaciones,No disponible,No disponible,
Otro,Inspector de Control de Calidad,No disponible,No disponible,
Otro,"Coordinadora de Bienestar social / Pueblo Libre / Exp. en minería, metalmecánica o afines",No disponible,No disponible,
Otro,Almacenero,No disponible,No disponible,
Otro,Asistente administrativo,No disponible,No disponible,
Otro,Asesor de ventas educativo,No disponible,No disponible,
Otro,Técnico de laboratorio químico,No disponible,No disponible,
Otro,Técnico de Laboratorio de Ingeniería Civil,No disponible,No disponible,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Operador de Call Center,No disponible,No disponible,
Otro,Liquidador de proyectos,No disponible,No disponible,
Otro,Ingeniero de campo,No disponible,No disponible,
Otro,Asistente Contable,No disponible,No disponible,
Otro,Asesores de Ventas / Telefonía Móvil y Hogar,No disponible,No disponible,
Soporte Técnico,Soporte Tecnico,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Tecnico de electricidad,No disponible,No disponible,
Otro,Auxiliar técnico de laboratorio,No disponible,No disponible,
Otro,Operario de producción Ate,No disponible,No disponible,
Otro,Asesor de ventas educativo,No disponible,No disponible,
Desarrollador de Software,Programador WEB,No disponible,No disponible,
Otro,perforista,No disponible,No disponible,
Otro,Operador de Centro de Control,No disponible,No disponible,
Otro,Ejecutivo de cuenta,No disponible,Presencial y remoto,
Otro,Teleoperador,No disponible,No disponible,
Otro,Asesor Comercial / Call center / Asciende Pnp,No disponible,No disponible,
Otro,Higienista Ocupacional,No disponible,No disponible,
Otro,Representante de Ventas,No disponible,Presencial y remoto,
Otro,Redactor de monitoreo de medios,No disponible,No disponible,
Otro,Community Manager y Diseñador Creativo,No disponible,Presencial y remoto,
Otro,Ejecutivo de Operaciones,No disponible,Presencial y remoto,
Otro,Especialista en Planeamiento y Programación,No disponible,No disponible,
Desarrollador de Software,Programador junior/ Analista de programación con conocimiento en phython/ingreso a planilla completa,No disponible,No disponible,
Otro,Practicante Profesional de Programación / Desarrollo de Software,No disponible,No disponible,
Otro,Analista de Planificación y Programación,No disponible,No disponible,
Otro,Coordinador/a de Servicios Generales,No disponible,No disponible,
Otro,Asistente de Programación,No disponible,No disponible,
Otro,"Docente Robótica, Programación, Tecnología",No disponible,No disponible,
Otro,Enfermero(a) de Programacion de centro quirurgico,No disponible,No disponible,
Otro,UPN: Asistente de Programación Horaria / Remoto / Temporal,No disponible,No disponible,
Otro,Asistente de Sistemas,No disponible,No disponible,
Otro,Practicante de Programación,No disponible,No disponible,
Desarrollador de Software,Desarrollador java,No disponible,Presencial y remoto,
Otro,Asistente de Programación,No disponible,No disponible,
Otro,Técnico Instrumentista / Programación PLC / Plataforma TIA Portal / Minera Bambas,No disponible,No disponible,
Otro,Asesor comercial Metalmecánica,No disponible,No disponible,
Otro,"Técnico de Instalacion, Mantenimiento y Programación en Seguridad Electrónica",No disponible,No disponible,
Otro,Analista de Programación de Personal de Cosecha,No disponible,No disponible,
Otro,Técnico Electricista / Programación de PLC,No disponible,No disponible,
Otro,Analista de Programación y Gestión de la Producción (PGP),No disponible,No disponible,
Otro,Agendar citas,No disponible,No disponible,
Otro,Programación Procesamiento de Datos,No disponible,Presencial y remoto,
Otro,Asistente Administrativa,No disponible,No disponible,
Otro,Sólo en Huaraz Practicante de Programación,No disponible,No disponible,
Otro,"Especialista en Costos, Presupuesto y Programación",No disponible,No disponible,
Otro,Hornero/ Experiencia en panificación/ Todinno 12 horas rotativos,No disponible,No disponible,
Otro,Operario de Almacén  Sector Agroindustrial,No disponible,No disponible,
Otro,Técnico Instalador y de Mantenimiento de Equipos de Ósmosis Inversa,No disponible,No disponible,
Otro,Teleoperador  / Call center,No disponible,Presencial y remoto,
Otro,Planner de Equipos y Unidades/ Exp Sector Minero,No disponible,No disponible,
Desarrollador de Software,Programador de Sistemas Senior,No disponible,No disponible,
Otro,Supervisor(a) de Distribución,No disponible,No disponible,
Otro,Coordinador(a) de Marketing/ Rubro Joyería,No disponible,No disponible,
Otro,Operario de Carga de Residuos y Limpieza,No disponible,No disponible,
Otro,Content manager,No disponible,No disponible,
Desarrollador de Software,Analista Programador Senior,No disponible,No disponible,
Otro,Asistente dirección técnica con exp dispositivos médicos/  Cercado de Lima,No disponible,No disponible,
Otro,Supervisora de ventas con experiencia en AASS // Retail //Outsourcing //Mecaderismo,No disponible,No disponible,
Analista de Datos,Analista de Datos Sector Seguros,No disponible,Presencial y remoto,
Otro,Asistente de Transporte / Ica,No disponible,No disponible,
Otro,Asistente de Transporte / Huachipa,No disponible,No disponible,
Otro,Admisionista / ARIE SJL,No disponible,No disponible,
Otro,Docente a Tiempo Completo para el programa de Enfermería,No disponible,No disponible,
Otro,Supervisor de Distribución Trujillo,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Python Developer / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Kotlin / Ref. 0271,No disponible,No disponible,
Otro,Trabajo Desde Casa Python Tech Lead / Ref. 0071,No disponible,No disponible,
Analista Funcional,Analista de Sistemas,No disponible,Presencial y remoto,
Otro,Admisionista Hospitalaria,No disponible,No disponible,
Otro,"Operador de Pozos (Bombeo, Sist. Hidraúlico)(14X7 Arequipa)",No disponible,No disponible,
Otro,Técnico de mantenimiento Electrónico  / Planta Industrial Cercado de Lima,No disponible,No disponible,
Otro,tecnico en mantenimiento,No disponible,No disponible,
Otro,Tornero,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador React Junior/MidLevel / Ref. 0169,No disponible,No disponible,
Otro,Todista/ Colegio San Borja,No disponible,No disponible,
Otro,Supervisor de Cosecha de Arándano,No disponible,No disponible,
Otro,asistente prevencionista ssoma,No disponible,No disponible,
Desarrollador de Software,Desarrollador FullStack SemiSenior,No disponible,Presencial y remoto,
Otro,Líder Técnico de Desarrollo,No disponible,Presencial y remoto,
Otro,Asistente de Servicios Generales,No disponible,No disponible,
Otro,Asistente Medico Ocupacional,No disponible,No disponible,
Otro,Analista de calidad,No disponible,No disponible,
Otro,Técnico de mantenimiento,No disponible,No disponible,
Otro,Planner Post Venta / Villa El Salvador,No disponible,No disponible,
Otro,Auxiliar de Almacén // Rotativo // Administrativo,No disponible,No disponible,
Otro,Supervisor Junior de producción // Planilla Completa + Beneficios de Ley,No disponible,No disponible,
Otro,QA Automation Arequipa/Trujillo,No disponible,Presencial y remoto,
Otro,Enfermero Ocupacional y de Emergencias / Arequipa,No disponible,No disponible,
Otro,Supervisor de Distribución / Rubro Bebidas / Lima Norte,No disponible,No disponible,
Otro,"Analista de TI, Finanzas y Suministros / Sector Minería/Hidrocarburos",No disponible,Presencial y remoto,
Otro,Supervisor de Distribución / Rubro Bebidas / Arequipa,No disponible,No disponible,
Otro,Supervisor de Distribución / Rubro Bebidas / Lima Este,No disponible,No disponible,
Otro,"Técnico en Mantenimiento y Emergencia, Camaná",No disponible,No disponible,
Otro,Operador de grifo con o sin experiencia,No disponible,No disponible,
Otro,Supervisor de Distribución / Rubro Bebidas / Cañete,No disponible,No disponible,
Otro,Auxiliar de reclutamiento y selección,No disponible,No disponible,
Desarrollador de Software,Analista programador/a de sistemas  SAP Bussiness One Lurin,No disponible,No disponible,
Otro,Asistente de Producción /Experiencia en Costos y Presupuestos,No disponible,No disponible,
Otro,Conductor A2B / Lurín/ Traslado de residuos,No disponible,No disponible,
Otro,Técnico Electrónico / Huacho,No disponible,No disponible,
Otro,Ingeniero de Sistemas con Dominio del Software Arduino,No disponible,Presencial y remoto,
Otro,Operador de montacarga/apilador Temporal,No disponible,No disponible,
Otro,Técnico Electrónico,No disponible,No disponible,
Otro,Estibadores Balones de Gas,No disponible,No disponible,
Otro,Auxiliar de Almacén,No disponible,No disponible,
Otro,Auxiliar de Carga y Descarga,No disponible,No disponible,
Otro,Auxiliar Administrativo,No disponible,No disponible,
Otro,Técnico Electricista,No disponible,No disponible,
Otro,Auxiliares de reparto Con o Sin experiencia/Zona Norte/ Comas/ Carabayllo/Los olivos,No disponible,No disponible,
Otro,Técnico de Mantenimiento de Vehículos/ Planilla Completa,No disponible,No disponible,
Otro,Auxiliar Logístico / Lurín,No disponible,No disponible,
Analista de Datos,Analista de datos GCP,No disponible,Presencial y remoto,
