puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Ingeniero de Datos,Ingeniero de datos GCP,No disponible,Presencial y remoto,
Otro,Trabajo Desde Casa Ingeniero ETL / Ref. 0339,No disponible,No disponible,
Otro,Operario Electricista / Tecnico Electricista / Lurin,No disponible,No disponible,
Otro,Asistente de proyectos e ingenieria,No disponible,No disponible,
Otro,Promotores de venta/Impulsadoras/lubricantes/ Valvoline/ Lima Norte/Centro/ Este/Sur,No disponible,No disponible,
Otro,Promotora de Ventas / Lubricantes / Valvoline / La Victoria y Cercado de Lima,No disponible,No disponible,
Otro,Promotor de Ventas / Impulsadoras / Lubricantes / Valvoline / Arequipa,No disponible,No disponible,
Otro,Promotora de Ventas / Impulsadoras / Lubricantes / Valvoline / Lima Centro,No disponible,No disponible,
Otro,"Promotor de Ventas / Impulsadoras / Lubricantes / Valvoline / para Lima Norte, Centro, Sur y Este",No disponible,No disponible,
Otro,Se requiere Promotoras de Ventas /Impulsadoras para Lima Centro (Planilla Completa),No disponible,No disponible,
Otro,Promotora de ventas / Lubricantes para Lima Centro,No disponible,No disponible,
Otro,Promotora / Atención al cliente en Lima Centro (Planilla Completa),No disponible,No disponible,
Otro,Promotoras de ventas en Lima Centro / Planilla Completa + bono movilidad + incentivos,No disponible,No disponible,
Otro,Promotora de ventas / Sector Automotriz para Lima Centro,No disponible,No disponible,
Otro,Promotora de ventas / Valvoline para Zona Este,No disponible,No disponible,
Otro,Técnico Mecánico de Mantenimiento  Villa el Salvador,No disponible,No disponible,
Otro,Técnico Electricista de Mantenimiento  Villa el Salvador,No disponible,No disponible,
Otro,Técnico de Mantenimiento  Villa el Salvador,No disponible,No disponible,
Otro,Técnico  de Mantenimiento Industrial Villa el Salvador,No disponible,No disponible,
Otro,"Técnico  de Mantenimiento (Electricista, electrónico o mecatrónico)",No disponible,No disponible,
Otro,Operador de Agendamiento Técnico / Call Center,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Junior Node.js / Ref. 0111,No disponible,No disponible,
Desarrollador de Software,Químico Farmacéutico Analista programador HPLC,No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios,No disponible,No disponible,
Otro,Técnico de Sistemas Contra Incendios con AFEX,No disponible,No disponible,
Otro,Asistente de Facturación y Cobranzas,No disponible,No disponible,
Otro,Coordinador de operaciones,No disponible,No disponible,
Otro,Asistente de mantenimiento Rubro Industrial,No disponible,No disponible,
Otro,Multifuncional,No disponible,No disponible,
Otro,Trabajo Desde Casa Líder Técnico C++ / Ref. 0043,No disponible,No disponible,
Otro,Chofer A2a Ruta Huaral,No disponible,No disponible,
Otro,Auditor de procesos de almacén / Trabajo de campo / Salario S/2800 + S/300 de movilidad,No disponible,No disponible,
Otro,Coordinador(a) para post venta / Sector Industrial / Arequipa,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador C/C++ / Ref. 0043,No disponible,No disponible,
Otro,tecnico de control de plagas,No disponible,No disponible,
Otro,Auxiliar de Recursos Humanos,No disponible,No disponible,
Otro,Técnico de Electricidad,No disponible,Presencial y remoto,
Otro,Prevencionista  de Riesgo / Rubro Restaurantes,No disponible,No disponible,
Otro,Back Office para Call Center Rubro Salud + Escoge tu turno AM o PM + Modalidad Hibrida,No disponible,Presencial y remoto,
Otro,Supervisor de Costura,No disponible,No disponible,
Otro,Practicante de Marketing,No disponible,No disponible,
Otro,Trabajo Desde Casa Gerente de Ingeniería Análitica / Ref. 0078,No disponible,No disponible,
Otro,Supervisor de venta,No disponible,No disponible,
Otro,Promotor(a) de Colegios / Puente Piedra,No disponible,No disponible,
Analista de Datos,Trabajo Desde Casa Analista de Datos Senior / Ref. 1028,No disponible,No disponible,
Otro,Operador de Base de Datos,No disponible,No disponible,
Otro,Trabajo Desde Casa Ingeniero en Análisis Senior / Ref. 0960,No disponible,No disponible,
Otro,Trabajo Desde Casa Científico de Datos Senior / Ref. 0960,No disponible,No disponible,
Otro,Auxiliar de Almacen c/experiencia,No disponible,No disponible,
Otro,Asistente de Operaciones y Base de datos/ Arequipa,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Python Backend / Investigación y Desarrollo / Ref. 0071,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Junior/MidLevel .NET / I + D / Ref. 0001,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Backend Junior Python / Investigación + Desarrollo / Ref. 0071,No disponible,No disponible,
Otro,Operador de grifo con o sin experiencia,No disponible,No disponible,
Otro,Community manager con exp en funciones indicadas,No disponible,No disponible,
Otro,Conductor A3C  Cisterna 30m3,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador Fullstack .NET + Angular / Investigación y Desarrollo / Ref. 0001,No disponible,No disponible,
Otro,Asistente de Almacén / Villa El Salvador,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador ASP.NET / Investigación y Desarrollo / Ref. 0001,No disponible,No disponible,
Otro,Técnico en Mantenimiento,No disponible,No disponible,
Otro,Trabajo Desde Casa Ingeniero .NET + Angular / Investigación y Desarrollo / Ref. 0001,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Desarrollador .NET Backend / Ref. 0001,No disponible,No disponible,
Otro,Supervisor de Mantenimiento Agrícola Norte Chico,No disponible,No disponible,
Otro,Asistente de Marketing (rubro Financiero) / Arequipa,No disponible,No disponible,
Otro,Técnico mecatrónico automotriz,No disponible,No disponible,
Otro,Lider de Tienda (retail/market) / Tiendas Tambo+  / Descansa domingos / Arequipa,No disponible,No disponible,
Otro,Administrador de Casino SMP (Plaza Norte),No disponible,No disponible,
Otro,Auxiliar Programa niños,No disponible,No disponible,
Otro,Asistente de Logistica,No disponible,No disponible,
Otro,Auxiliar de reparto para distribución de embutidos/ Chorrillos,No disponible,No disponible,
Otro,Ayudante de reparto de productos químicos,No disponible,No disponible,
Desarrollador de Software,Trabajo Desde Casa Ingeniero de Software .NET Core / Ref. 1001,No disponible,No disponible,
Otro,Técnico Mecánico/ Perforación/ Hidráulico,No disponible,No disponible,
Otro,Back Office Claro Seguimiento !Gana 1450! Ambiente laboral increible! !No necesitas experiencia!,No disponible,No disponible,
Otro,Analista de Soporte de implementacion de sistemas,No disponible,Presencial y remoto,
Otro,Asistente de distribución y suministro / operaciones logísticas,No disponible,No disponible,
Otro,Promotor de ventas / Cercado de Lima,No disponible,No disponible,
Otro,Asistente de selección de personal con exp mayor a 1 año,No disponible,No disponible,
Otro,Operarios de limpieza,No disponible,No disponible,
Otro,Asesor/a de Planchado y Pintura Automotriz,No disponible,No disponible,
Otro,Cibertec: Asistente de administracion de Campus Bellavista,No disponible,No disponible,
Otro,Especialista de Mantenimiento de Sistemas,No disponible,No disponible,
Otro,Call Center Asesor Telefonico /Lunes a Viernes Turno Mañana / 10 dias formación virtual,No disponible,Presencial y remoto,
Otro,Ayudante de electricista,No disponible,No disponible,
Otro,Auxiliar de Carga y Descarga,No disponible,No disponible,
Otro,"¡ Gana S/. 1,500 + comisiones ! Negociador Senior de Cobranzas Call Center Banco Interbank Recovery",No disponible,No disponible,
Otro,Técnica(o) de Enfermería en Centro Quirúrgico / Sanna Clínica San Borja,No disponible,No disponible,
Otro,Electromecánico (Arequipa),No disponible,No disponible,
Otro,Asistente de Tesoreria y Cobranzas,No disponible,No disponible,
Otro,Promotor de ventas escolar,No disponible,No disponible,
Otro,Supervisor Visual / Villa el Salvador (C.C. Megaplaza Express),No disponible,No disponible,
Otro,Practicante PreProfesional Mecánico Industrial / ATE,No disponible,No disponible,
Otro,Asistente Ssoma / Cercado de lima,No disponible,No disponible,
Otro,Coordinador Visual y Mercadeo / Arequipa,No disponible,No disponible,
Otro,Agente de Seguridad  Ate/ Santa Anita/ La Molina,No disponible,No disponible,
Otro,Agente de Seguridad  (Huahipa),No disponible,No disponible,
Otro,Enfermero(a) ocupacional,No disponible,No disponible,
Otro,Redes sociales/asesor chat/gana más del mínimo/planilla completa(ingreso drecto,No disponible,No disponible,
Otro,Maestro Mecánico de Maquinaria Pesada/ VMT Lima 6x 1 / Planilla Completa,No disponible,No disponible,
Otro,Dermoconsultora,No disponible,No disponible,
Otro,Asesor de venta / Rambla San Borja,No disponible,No disponible,
Otro,Practicante profesional de TI,No disponible,No disponible,
Otro,Supervisor de Almacén Turno Noche/Consumo Masivo/ Puente Piedra,No disponible,No disponible,
Otro,Promotora de ventas para Lima Centro,No disponible,No disponible,
Otro,Jefe de Almacén Piura,No disponible,No disponible,
Otro,Ingreso inmediato! Auxiliares de reparto C/Sin experiencia para nuestra sede centro,No disponible,No disponible,
Otro,Urgente! Auxiliares de reparto C/Sin Experiencia para lima sur (Planilla completa),No disponible,No disponible,
Otro,Ingreso inmediato! Choferes A2B para sede Lima Centro (Planilla Completa + Pagos puntuales),No disponible,No disponible,
Otro,Se busca Auxiliares de Reparto C/Sin Experiencia para sede Centro (Planilla completa),No disponible,No disponible,
Otro,Se busca Auxiliares de Reparto C/Sin Experiencia para sede Centro (Planilla completa),No disponible,No disponible,
Otro,Analista de Mantenimiento Chorrillos,No disponible,No disponible,
Otro,Operario de Mecanizado / Tornero,No disponible,No disponible,
Otro,Inspector Ssoma / rubro manufactura,No disponible,No disponible,
Otro,Asistente de Transporte y Obras Civiles,No disponible,No disponible,
Otro,ingeniero mecatrónico,No disponible,Presencial y remoto,
Otro,Supervisor de Operaciones,No disponible,No disponible,
Otro,Auxiliar de Reclutamiento y Selección de Personal (Procesos masivos) San Juan de Lurigancho,No disponible,No disponible,
Otro,Asistente Administrativo logístico Chiclayo,No disponible,No disponible,
Otro,Auxiliar de Despacho Aduanero Callao,No disponible,No disponible,
Otro,Conductores A2B / Nuevo Aeropuerto,No disponible,No disponible,
Otro,Asistente de Ti Infraestructura para Empresa de Transporte de Carga Pesada,No disponible,No disponible,
Otro,auxiliar de marketing,No disponible,No disponible,
Otro,Maestro Electricista de Volquete y Maquinaria Pesada/ VMT Lima 6x 1 / Planilla Completa,No disponible,No disponible,
Desarrollador de Software,Ingeniero de Desarrollo/ Desarrollador Web / Experiencia en IA,No disponible,No disponible,
Otro,Auxiliar de Reparto /Horario Fijo/ Planilla,No disponible,No disponible,
Otro,Maquinista Offset,No disponible,No disponible,
Desarrollador de Software,Analista Programador NetCore Junior,No disponible,Presencial y remoto,
Otro,Asistente de Marketing / Audiovisual,No disponible,No disponible,
Otro,Atención al cliente / Ventas para la Zona Centro,No disponible,No disponible,
Otro,Promotora de ventas / Valvoline para Zona Centro,No disponible,No disponible,
Otro,Promotora de Ventas /Impulsadoras para Lima Centro (Planilla Completa),No disponible,No disponible,
Otro,Promotor de ventas / Lubricantes en Arequipa,No disponible,No disponible,
Otro,Asistente de Administración de Personal,No disponible,No disponible,
Otro,Cajero Despachador de buses /  GPS  / Callao Turnos rotativos,No disponible,No disponible,
Otro,Auxiliares de Reparto con experiencia  San Juan de Lurigancho,No disponible,No disponible,
Otro,Técnico Mecánico/ Perforación/ Hidráulico,No disponible,No disponible,
Otro,Supervisor de Centro de Distribución,No disponible,No disponible,
Otro,Coordinador de Operaciones Comerciales,No disponible,No disponible,
Otro,Técnico de Automatización Industrial,No disponible,No disponible,
Otro,Técnico de Montacargas Eléctricas,No disponible,No disponible,
Otro,Técnico de Montacargas Eléctricos,No disponible,No disponible,
Otro,Técnico de Montacargas Eléctricos,No disponible,No disponible,
Otro,Content Manager / Community Manager,No disponible,No disponible,
Otro,Ejecutivo comercial,No disponible,No disponible,
Otro,Ejecutivo comercial,No disponible,No disponible,
Otro,Ejecutivo Senior de cuentas corporativas,No disponible,No disponible,
Otro,Ejecutivo de créditos vehiculares y seguros,No disponible,No disponible,
Otro,Asistente de logística y distribución de alimentos.,No disponible,No disponible,
Otro,Asistente logístico de camiones (Rubro alimentos),No disponible,No disponible,
Otro,Asistente de distribución para productos de consumo masivo,No disponible,No disponible,
Otro,Recepcionista asistente,No disponible,No disponible,
Otro,Analista de Atracción del Talento (Masivos),No disponible,No disponible,
Otro,Asistente de Reclutamiento y Selección,No disponible,No disponible,
Otro,Ingeniero de Costos y Valorizaciones,No disponible,No disponible,
Otro,Auxiliar de Almacén // Turnos Rotativo y Administrativo,No disponible,No disponible,
Otro,electrotécnico/a,No disponible,No disponible,
Otro,Asistente de Sanidad/Agroindustria/Cañete,No disponible,No disponible,
Otro,Asesor de Ventas Home Office / Turno mañana y tarde,No disponible,No disponible,
Otro,¡Se buscan Asesores de Ventas Remoto para todos los turnos!,No disponible,No disponible,
Otro,Asesor de Ventas Home Office,No disponible,No disponible,
Desarrollador de Software,Programador. NET,No disponible,Presencial y remoto,
Otro,Supervisor Electromecánico (Minería en Junín),No disponible,No disponible,
Otro,Coordinadoro/a de tienda / retail,No disponible,No disponible,
Otro,Asistente Visual  Estilos/ diseño de interiores,No disponible,No disponible,
Otro,Agente GHA JR.,No disponible,No disponible,
Otro,Técnico de Instalaciones de  HFC Y FTTH / Cortes y Cobranzas,No disponible,No disponible,
